ID	WORD	TRANSLATE	TYPE	COUNT
1303	to praise	хвалить 	VERB	0
1304	precise	точный, определенный 	OTHER	0
1305	to prefer	предпочитать 	VERB	0
1306	a preparation	подготовка, приготовление 	NOUN	0
1307	to prepare	готовить, подготавливать 	VERB	0
1308	a present	подарок 	NOUN	0
1309	to present	преподносить, дарить (with) 	VERB	0
1310	present	присутствующий, настоящий 	OTHER	0
1311	a press	пресса 	NOUN	0
1312	to press	нажимать, сжимать 	VERB	0
1313	a pressure	давление, воздействие 	NOUN	0
1314	to pretend	притворяться 	VERB	0
1315	pretty	хорошенький, симпатичный 	OTHER	0
1316	pretty	достаточно, довольно 	OTHER	0
1317	to prevent	предотвращать, мешать 	VERB	0
1318	previous	предыдущий, предшествующий 	OTHER	0
1319	a price	цена 	NOUN	0
1320	a pride	гордость 	NOUN	0
1321	a principle	принцип 	NOUN	0
1322	to print	печатать 	VERB	0
1323	a priority	преимущество, приоритет 	NOUN	0
1324	private	частный 	OTHER	0
1325	a prize	приз, премия 	NOUN	0
1326	probably	вероятно, наверное 	OTHER	0
1327	a problem	проблема 	NOUN	0
1328	a process	процесс 	NOUN	0
1329	to produce	производить, создавать 	VERB	0
1330	a production	изготовление, продукция 	NOUN	0
1331	professional	профессиональный 	OTHER	0
1332	a profit	прибыль 	NOUN	0
1333	a programme	программа 	NOUN	0
1334	a progress	прогресс 	NOUN	0
1335	a project	проект 	NOUN	0
1336	a promise	обещание 	NOUN	0
1337	to promise	обещать 	VERB	0
1338	to proNOUNce	произносить, заявлять 	VERB	0
1339	a pronunciation	произношение 	NOUN	0
1340	a proof	подтверждение, доказательство 	NOUN	0
1341	proper	присущий, правильный 	OTHER	0
1342	properly	должным образом, надлежаще 	OTHER	0
1343	to protect	защищать, охранять 	VERB	0
1344	a protection	защита, охрана 	NOUN	0
1345	a protest	протест, несогласие 	NOUN	0
1346	to protest	протестовать, возражать 	VERB	0
1347	proud	гордый 	OTHER	0
1348	to prove	доказывать, оказываться 	VERB	0
1349	to provide	снабжать, обеспечивать 	VERB	0
1350	public	общественный, государственный 	OTHER	0
1351	a public	публика, общественность 	NOUN	0
1352	to pull	тянуть, дергать 	VERB	0
1353	to pump	качать, выкачивать 	VERB	0
1354	to punish	наказывать, штрафовать 	VERB	0
1355	a punishment	кара, наказание 	NOUN	0
1356	a pupil	ученик 	NOUN	0
1357	pure	чистый, беспримесный 	OTHER	0
1358	a purpose	цель, намерение 	NOUN	0
1359	to push	толкать (ся) 	VERB	0
1360	to put	класть, положить 	VERB	0
1361	a quality	качество 	NOUN	0
1362	a quantity	количество 	NOUN	0
1363	a quarter	четверть, четвертая часть 	NOUN	0
1364	a question	вопрос 	NOUN	0
1365	to question	расспрашивать, допрашивать 	VERB	0
1366	quick	быстрый, скорый 	OTHER	0
1367	quickly	быстро 	OTHER	0
1368	quiet	тихий, бесшумный 	OTHER	0
1369	quite	совершенно, вполне, совсем 	OTHER	0
1370	a race	гонка, раса 	NOUN	0
1371	a radio	радио 	NOUN	0
1372	a rain	дождь 	NOUN	0
1373	to rain	идти, литься (о дожде) 	VERB	0
1374	to raise	поднимать, собирать 	VERB	0
1375	to range	ряд, линия 	VERB	0
1376	a rank	звание, чин 	NOUN	0
1377	rare	редкий, нечастый 	OTHER	0
1378	rarely	нечасто, редко 	OTHER	0
1379	a rate	показатель, степень, темп 	NOUN	0
1380	rather	достаточно, весьма 	OTHER	0
1381	raw	сырой, необработанный 	OTHER	0
1382	to reach	добираться до, протягивать 	VERB	0
1383	to react	реагировать, отзываться 	VERB	0
1384	a reaction	реакция 	NOUN	0
1385	to read	читать 	VERB	0
1386	ready	готовый 	OTHER	0
1387	real	реальный 	OTHER	0
1388	to realize	понимать, осознавать 	VERB	0
1389	really	действительно, в самом деле 	OTHER	0
1390	a reason	причина, смысл 	NOUN	0
1391	reasonable	разумный, благоразумный 	OTHER	0
1392	to receive	получать 	VERB	0
1393	recent	недавний, последний 	OTHER	0
1394	recently	недавно 	OTHER	0
1395	to recognize	признавать, узнавать 	VERB	0
1396	to recommend	рекомендовать 	VERB	0
1397	a record	запись, рекорд 	NOUN	0
1398	to record	записывать 	VERB	0
1399	to recover	выздоравливать, восстанавливать(ся) 	VERB	0
1400	a recovery	выздоровление, восстановление 	NOUN	0
1401	a reduce	понижать, сокращать 	NOUN	0
1402	a reduction	сокращение, понижение 	NOUN	0
1403	to refer	упоминать 	VERB	0
1404	to refuse	отказать (ся), отклонять 	VERB	0
1405	a regard	внимание, уважение 	NOUN	0
1406	a region	область, регион 	NOUN	0
1407	regional	бластной, районный, региональный 	OTHER	0
1408	to regret	сожалеть 	VERB	0
1409	regular	регулярный, правильный 	OTHER	0
1410	regularly	регулярно 	OTHER	0
1411	to reject	отклонять, отказывать (ся) 	VERB	0
1412	related	связанный, родственный 	OTHER	0
1413	a relation	связь, родственник 	NOUN	0
1414	a relationship	родство, взаимоотношение 	NOUN	0
1415	a relative	"родственник; родственница "	NOUN	0
1416	to relax	расслабляться, отдыхать 	VERB	0
1417	to release	освобождать (ся), отпускать 	VERB	0
1418	reliable	надежный, верный 	OTHER	0
1419	a relief	облегчение 	NOUN	0
1420	to rely	полагаться, зависеть 	VERB	0
1421	to remain	оставаться, находиться 	VERB	0
1422	a remark	замечание, высказывание 	NOUN	0
1423	to remember	помнить, вспоминать 	VERB	0
1424	to remove	перемещать, снимать 	VERB	0
1425	to rent	брать в аренду, сдавать в аренду 	VERB	0
1426	to repair	ремонтировать, чинить 	VERB	0
1427	to repeat	повторять 	VERB	0
1428	to replace	заменять, замещать 	VERB	0
1429	to reply	отвечать, отзываться 	VERB	0
1430	a reply	ответ, отклик 	NOUN	0
1431	a report	доклад, отчет 	NOUN	0
1432	to report	сообщать, докладывать 	VERB	0
1433	to represent	представлять, изображать 	VERB	0
1434	to rescue	спасать 	VERB	0
1435	to reserve	резервировать, сберегать 	VERB	0
1436	a respect	уважение 	NOUN	0
1437	to respect	уважать 	VERB	0
1438	a responsibility	ответственность 	NOUN	0
1439	responsible	ответственный 	OTHER	0
1440	a rest	остаток, отдых 	NOUN	0
1441	to rest	отдыхать, опираться 	VERB	0
1442	a result	результат 	NOUN	0
1443	to return	возвращаться 	VERB	0
1444	rich	богатый 	OTHER	0
1445	to rid	освобождать, избавлять 	VERB	0
1446	to ride	ехать 	VERB	0
1447	right	право, правда 	OTHER	0
1448	right	правый, правильный 	OTHER	0
1449	right	правильно 	OTHER	0
1450	a ring	кольцо, круг 	NOUN	0
1451	to ring	звонить, звенеть 	VERB	0
1452	to rise	подниматься 	VERB	0
1453	a risk	риск 	NOUN	0
1454	to risk	рисковать 	VERB	0
1455	a road	дорога 	NOUN	0
1456	to rob	грабить, воровать 	VERB	0
1457	to roll	катить (ся), вращаться 	VERB	0
1458	a roof	крыша 	NOUN	0
1459	a room	комната 	NOUN	0
1460	rough	грубый 	OTHER	0
1461	round	круглый 	OTHER	0
1462	round	вокруг, кругом 	OTHER	0
1463	a row	ряд, линия 	NOUN	0
1464	to rub	тереть (ся) 	VERB	0
1465	a rubbish	мусор, ерунда 	NOUN	0
1466	a rule	правило 	NOUN	0
1467	a run	бег 	NOUN	0
1468	to run	бежать 	VERB	0
1469	to run away	убежать 	VERB	0
1470	to run into	наталкиваться, сталкиваться 	VERB	0
1471	to run out 	кончаться 	VERB	0
1472	to run over	переехать, задавить 	VERB	0
1473	a rush	спешка, суета 	NOUN	0
1474	to rush	мчаться, торопить 	VERB	0
1475	to sad	грустный, печальный 	VERB	0
1476	safe	безопасный 	OTHER	0
1477	a safety	безопасность, сохранность 	NOUN	0
1478	to sail	плавать, совершать плавание 	VERB	0
1479	a sale	продажа, распродажа 	NOUN	0
1480	same	тот (же) самый, одинаковый 	OTHER	0
1481	satisfactory	удовлетворительный, достаточный 	OTHER	0
1482	satisfied	удовлетворенный, довольный 	OTHER	0
1483	to save	спасать, охранять 	VERB	0
1484	to say	сказать, говорить 	VERB	0
1485	a scale	вес, шкала, масштаб 	NOUN	0
1486	to scare	пугать 	VERB	0
1487	scared	испуганный 	OTHER	0
1488	a scene	сцена, пейзаж 	NOUN	0
1489	a schedule	список, перечень 	NOUN	0
1490	a scheme	проект, план 	NOUN	0
1491	a school	школа 	NOUN	0
1492	a science	наука 	NOUN	0
1493	a score	счет 	NOUN	0
1494	to score	выигрывать 	VERB	0
1495	a scrap	клочок, кусочек 	NOUN	0
1496	to scrape	скоблить, обдирать, царапать 	VERB	0
1497	to scream	кричать, вопить 	VERB	0
1498	a scream	крик 	NOUN	0
1499	a sea	море 	NOUN	0
1500	a search	поиск, розыск 	NOUN	0
1501	to search	искать, разыскивать 	VERB	0
1502	a season	сезон, время года 	NOUN	0
1503	a seat	сиденье, место 	NOUN	0
1504	second	второй 	OTHER	0
1505	a second	секунда 	NOUN	0
1506	a secret	секрет, тайна 	NOUN	0
1507	secret	секретный, тайный 	OTHER	0
1508	a section	секция 	NOUN	0
1509	to see	видеть 	VERB	0
1510	to seem	казаться 	VERB	0
1511	to sell	продавать 	VERB	0
1512	to send	посылать, отправлять 	VERB	0
1513	a sense	чувство, смысл 	NOUN	0
1514	sensible	благоразумный, здравомыслящий 	OTHER	0
1515	sensitive	чувствительный, впечатлительный 	OTHER	0
1516	a sentence	предложение, приговор 	NOUN	0
1517	separate	отдельный 	OTHER	0
1518	to separate	разделять, расставаться 	VERB	0
1519	serious	серьезный, важный 	OTHER	0
1520	seriously	серьезно, обоснованно 	OTHER	0
1521	to serve	подавать, обслуживать, служить 	VERB	0
1522	a service	служба, сервис 	NOUN	0
1523	to set	набор, комплект 	VERB	0
1524	to set	ставить, класть, устанавливать 	VERB	0
1525	to settle	улаживать,поселить(ся), устроить(ся) 	VERB	0
1526	several	несколько 	OTHER	0
1527	a shade	тень, полумрак 	NOUN	0
1528	a shadow	тень 	NOUN	0
1529	to shake	трясти (сь), встряхивать 	VERB	0
1530	to shall	следует 	VERB	0
1531	shallow	мелкий, мелководный 	OTHER	0
1532	a shame	стыд 	NOUN	0
1533	a shape	форма, очертание 	NOUN	0
1534	to share	делить (ся), разделять 	VERB	0
1535	a share	доля, часть 	NOUN	0
1536	sharp	острый, резкий 	OTHER	0
1537	she	она 	OTHER	0
1538	a shelter	приют, убежище 	NOUN	0
1539	to shine	сиять, светить (ся), блестеть 	VERB	0
1540	a shock	удар, толчок, шок 	NOUN	0
1541	to shock	потрясать, шокировать 	VERB	0
1542	to shoot	стрелять 	VERB	0
1543	a shop	магазин 	NOUN	0
1544	to shop	делать покупки 	VERB	0
1545	a shopping	посещение магазина 	NOUN	0
1546	short	короткий, низкий 	OTHER	0
1547	should	выражает долженствование 	OTHER	0
1548	a shoulder	плечо 	NOUN	0
1549	a shout	крик 	NOUN	0
1550	to shout	кричать 	VERB	0
1551	to show	показывать, демонстрировать 	VERB	0
1552	a show	шоу, показ 	NOUN	0
1553	to shrink	уменьшать (ся), сокращать (ся) 	VERB	0
1554	to shut	закрывать (ся) 	VERB	0
1555	shut	закрытый 	OTHER	0
1556	sick	больной 	OTHER	0
1557	a side	сторона 	NOUN	0
1558	side	боковой 	OTHER	0
1559	a sight	вид, зрение, достопримечательность 	NOUN	0
1560	a sign	"знак; символ "	NOUN	0
1561	to sign	подписывать (ся) 	VERB	0
1562	silent	молчаливый, тихий 	OTHER	0
1563	similar	подобный, похожий 	OTHER	0
1564	simple	простой, легкий 	OTHER	0
1565	since	с тех пор 	OTHER	0
1566	to sing	петь 	VERB	0
1567	single	единственный, отдельный 	OTHER	0
1568	to sink	тонуть, погружаться, опускаться 	VERB	0
1569	a sink	раковина 	NOUN	0
1570	a sister	сестра 	NOUN	0
1571	to sit	сидеть, садиться 	VERB	0
1572	a situation	положение, ситуация 	NOUN	0
1573	a size	размер 	NOUN	0
1574	a skill	умение, навык 	NOUN	0
1575	a skin	кожа, кожура 	NOUN	0
1576	a skirt	юбка 	NOUN	0
1577	a sky	небеса, небо 	NOUN	0
1578	to sleep	спать 	VERB	0
1579	a sleep	сон 	NOUN	0
1580	a slice	ломтик 	NOUN	0
1581	to slice	нарезать ломтиками 	VERB	0
1582	to slide	скользить, засовывать 	VERB	0
1583	slight	легкий, незначительный 	OTHER	0
1584	slightly	незначительно, несущественно 	OTHER	0
1585	to slip	поскользнуться 	VERB	0
1586	slow	медленный 	OTHER	0
1587	slowly	медленно 	OTHER	0
1588	small	маленький 	OTHER	0
1589	smart	нарядный, шикарный 	OTHER	0
1590	to smell	пахнуть, нюхать 	VERB	0
1591	a smell	запах, обоняние 	NOUN	0
1592	to smile	улыбаться 	VERB	0
1593	a smile	улыбка 	NOUN	0
1594	a smoke	дым 	NOUN	0
1595	smooth	гладкий, ровный 	OTHER	0
1596	a snow	снег 	NOUN	0
1597	to snow	идти (о снеге) 	VERB	0
1598	so	итак, это, так 	OTHER	0
1599	so	так, таким образом, также 	OTHER	0
1600	to soak	впитывать (ся) 	VERB	0
1601	soft	мягкий, нежный 	OTHER	0
1602	a software	компьютерные программы 	NOUN	0
1603	a soil	грунт, почва 	NOUN	0
1604	to solve	решать, разрешать 	VERB	0
1605	some	какой-либо, какой-нибудь, несколько 	OTHER	0
1606	somebody	кто-нибудь, кто-то 	OTHER	0
1607	somehow	так или иначе, как-нибудь 	OTHER	0
1608	someone	кто-нибудь, кто-то 	OTHER	0
1609	something	кое-что, что-нибудь, что-то 	OTHER	0
1610	sometimes	иногда 	OTHER	0
1611	somewhere	где-то, где-нибудь, куда-нибудь 	OTHER	0
1612	a song	песня 	NOUN	0
1613	soon	скоро, вскоре 	OTHER	0
1614	a sore	боль 	NOUN	0
1615	sorry	огорченный, сожалеющий 	OTHER	0
1616	sort	вид, сорт, тип 	OTHER	0
1617	to sort	сортировать, классифицировать 	VERB	0
1618	a sound	звук 	NOUN	0
1619	to sound	звучать 	VERB	0
1620	a space	пространство, космос 	NOUN	0
1621	spare	запасной, лишний 	OTHER	0
1622	to speak	говорить, разговаривать 	VERB	0
1623	special	особый, специальный 	OTHER	0
1624	a speech	речь 	NOUN	0
1625	a speed	скорость 	NOUN	0
1626	to spend	тратить, проводить 	VERB	0
1627	to spill	проливать (ся), рассыпать (ся) 	VERB	0
1628	to spin	крутить (ся), вертеть (ся) 	VERB	0
1629	a spite	злость 	NOUN	0
1630	to splash	брызгать (ся), плескать (ся) 	VERB	0
1631	to split	раскалывать (ся), разделять (ся) 	VERB	0
1632	to spoil	портить (ся), баловать 	VERB	0
1633	a sport	спорт 	NOUN	0
1634	a spot	место, пятно 	NOUN	0
1635	to spray	брызгать, распылять 	VERB	0
1636	to spread	распространять (ся), простираться 	VERB	0
1637	a spring	весна 	NOUN	0
1638	to spring	отскочить, распрямиться 	VERB	0
1639	a square	квадрат, площадь 	NOUN	0
1640	square	квадратный 	OTHER	0
1641	to squash	раздавливать, сжимать 	VERB	0
1642	to squeeze	выжимать (ся), выдавливать 	VERB	0
1643	a stage	ступень, сцена 	NOUN	0
1644	a stamp	марка, штамп 	NOUN	0
1645	to stamp	топать ногой, штамповать 	VERB	0
1646	to stand	стоять 	VERB	0
1647	a standard	стандарт 	NOUN	0
1648	a star	звезда 	NOUN	0
1649	to stare	вглядываться, уставиться 	VERB	0
1650	a start	начало 	NOUN	0
1651	to start	начинать 	VERB	0
1652	a state	состояние, государство 	NOUN	0
1653	a statement	заявление, утверждение 	NOUN	0
1654	to stay	оставаться, останавливаться 	VERB	0
1655	steady	устойчивый, постоянный 	OTHER	0
1656	to steal	воровать, красть 	VERB	0
1657	a steam	пар 	NOUN	0
1658	steep	крутой 	OTHER	0
1659	to steer	направлять, управлять 	VERB	0
1660	a step	шаг, след 	NOUN	0
1661	to stick	приклеивать (ся), втыкать 	VERB	0
1662	sticky	клейкий, липкий 	OTHER	0
1663	stiff	жесткий, плотный 	OTHER	0
1664	still	до сих пор, все еще, по-прежнему 	OTHER	0
1665	still	тихий, неподвижный 	OTHER	0
1666	to sting	жалить 	VERB	0
1667	to stir	размешивать, шевелить (ся) 	VERB	0
1668	a stone	камень 	NOUN	0
1669	a stop	остановка 	NOUN	0
1670	to stop	останавливать (ся) 	VERB	0
1671	a store	магазин, склад, запас 	NOUN	0
1672	to store	запасать, хранить 	VERB	0
1673	a storm	шторм, гроза 	NOUN	0
1674	a story	рассказ, история 	NOUN	0
1675	straight	прямой 	OTHER	0
1676	straight	прямо 	OTHER	0
1677	strange	странный, незнакомый 	OTHER	0
1678	a stranger	незнакомец 	NOUN	0
1679	a street	улица 	NOUN	0
1680	a strength	сила, прочность 	NOUN	0
1681	to stretch	тянуть (ся), растягивать (ся) 	VERB	0
1682	strict	строгий 	OTHER	0
1683	to strike	ударять (ся) 	VERB	0
1684	a strike	забастовка 	NOUN	0
1685	a string	веревка, шнурок 	NOUN	0
1686	strong	сильный 	OTHER	0
1687	to study	изучать, заниматься 	VERB	0
1688	a study	изучение, исследование, кабинет 	NOUN	0
1689	stupid	глупый, тупой 	OTHER	0
1690	a style	стиль 	NOUN	0
1691	a subject	предмет, тема 	NOUN	0
1692	a substance	вещество, субстанция 	NOUN	0
1693	to succeed	удаваться 	VERB	0
1694	a success	успех, достижение 	NOUN	0
1695	successful	удачный, успешный 	OTHER	0
1696	such	такой 	OTHER	0
1697	sudden	внезапный, неожиданный 	OTHER	0
1698	suddenly	вдруг, внезапно 	OTHER	0
1699	to suffer	страдать 	VERB	0
1700	to suggest	предлагать, советовать 	VERB	0
1701	a suggestion	предложение, совет 	NOUN	0
1702	a suit	костюм 	NOUN	0
1703	to suit	подходить 	VERB	0
1704	a summer	лето 	NOUN	0
1705	a supply	поставка, предложение 	NOUN	0
1706	to support	поддерживать 	VERB	0
1707	to suppose	допускать, полагать 	VERB	0
1708	sure	уверенный 	OTHER	0
1709	sure	конечно, безусловно 	OTHER	0
1710	a surface	поверхность 	NOUN	0
1711	a surprise	сюрприз, удивление 	NOUN	0
1712	surprised	удивленный 	OTHER	0
1713	surprising	неожиданный, внезапный 	OTHER	0
1714	to survive	пережить, выжить 	VERB	0
1715	to swallow	глотать 	VERB	0
1716	to sweep	мести, выметать 	VERB	0
1717	sweet	сладкий 	OTHER	0
1718	to swim	плавать 	VERB	0
1719	a swimming	плавание 	NOUN	0
1720	to swing	качать (ся) 	VERB	0
1721	a switch	выключатель 	NOUN	0
1722	to switch	переключать 	VERB	0
1723	a system	система 	NOUN	0
1724	a table	стол 	NOUN	0
1725	to take	брать 	VERB	0
1726	to take away	убирать, отнимать 	VERB	0
1727	to take back	отдавать, возвращать 	VERB	0
1728	to take off	снимать одежду, взлетать 	VERB	0
1729	to take out	вынимать, брать с собой 	VERB	0
1730	to take over	принимать дела от другого 	VERB	0
1731	a talk	разговор, беседа 	NOUN	0
1732	to talk	разговаривать, болтать 	VERB	0
1733	to talk back	спорить, возражать 	VERB	0
1734	to talk into	уговорить, убедить 	VERB	0
1735	to talk out of	отговорить, разубедить 	VERB	0
1736	tall	высокий 	OTHER	0
1737	to tap	(по) стучать, (по) хлопать 	VERB	0
1738	a tap	кран 	NOUN	0
1739	a tape	(магнитная) лента 	NOUN	0
1740	a target	цель, мишень 	NOUN	0
1741	a task	задание, задача 	NOUN	0
1742	a taste	вкус 	NOUN	0
1743	to taste	пробовать (на вкус) 	VERB	0
1744	a tax	налог, пошлина, сбор 	NOUN	0
1745	to teach	преподавать, обучать 	VERB	0
1746	a team	команда 	NOUN	0
1747	to tear	рвать (ся), отрывать (ся) 	VERB	0
1748	a telephone	телефон 	NOUN	0
1749	a television	телевизор 	NOUN	0
1750	to tell	говорить, рассказывать 	VERB	0
1751	a temper	характер, настроение 	NOUN	0
1752	a temperature	температура 	NOUN	0
1753	to tend	иметь тенденцию, стремиться 	VERB	0
1754	tense	возбужденный, напряженный 	OTHER	0
1755	a term	срок, семестр 	NOUN	0
1756	terrible	страшный, ужасный 	OTHER	0
1757	a test	тест, проверка 	NOUN	0
1758	to test	испытывать, тестировать 	VERB	0
1759	than	чем 	OTHER	0
1760	to thank	благодарить 	VERB	0
1761	thanks	спасибо 	OTHER	0
1762	thank you	спасибо 	OTHER	0
1763	that	тот, та, то, те 	OTHER	0
1764	that	так, до такой степени 	OTHER	0
1765	the	определенный артикль 	OTHER	0
1766	their	их 	OTHER	0
1767	theirs	их 	OTHER	0
1768	them	им, их 	OTHER	0
1769	themselves	себя, себе, сами 	OTHER	0
1770	then	затем, потом 	OTHER	0
1771	there	там, туда 	OTHER	0
1772	there	есть, имеются 	OTHER	0
1773	they	они 	OTHER	0
1774	thick	толстый, густой 	OTHER	0
1775	thin	тонкий, редкий 	OTHER	0
1776	a thing	вещь, предмет 	NOUN	0
1777	to think	думать, полагать 	VERB	0
1778	to think of	подумать, предполагать 	VERB	0
1779	to think over	обдумывать 	VERB	0
1780	to think through	продумывать 	VERB	0
1781	to thirsty	испытывающий жажду 	VERB	0
1782	this	этот, эта, это 	OTHER	0
1783	this	данный 	OTHER	0
1784	thorough	тщательный, исчерпывающий 	OTHER	0
1785	though	хотя, однако 	OTHER	0
1786	a thought	мысль, размышление 	NOUN	0
1787	to threaten	угрожать 	VERB	0
1788	through	через, сквозь, насквозь 	OTHER	0
1789	through	свободный 	OTHER	0
1790	throughout	"по всему, повсюду; все время "	OTHER	0
1791	to throw	бросать, кидать 	VERB	0
1792	thumb	большой палец (руки) 	OTHER	0
1793	a ticket	билет 	NOUN	0
1794	tidy	аккуратный, опрятный 	OTHER	0
1795	to tidy	убирать, приводить в порядок 	VERB	0
1796	to tie	связывать, привязывать 	VERB	0
1797	tight	тесный, тугой 	OTHER	0
1798	a time	время 	NOUN	0
1799	a tip	кончик, чаевые 	NOUN	0
1800	to tip	наклонять (ся), опрокидывать 	VERB	0
1801	tired	усталый 	OTHER	0
1802	to	приинфинитивная частица 	OTHER	0
1803	to	к, в, на, до 	OTHER	0
1804	today	сегодня, в наши дни 	OTHER	0
1805	together	вместе 	OTHER	0
1806	tomorrow	завтра 	OTHER	0
1807	a tone	тон, звук 	NOUN	0
1808	a tongue	язык 	NOUN	0
1809	tonight	сегодня вечером 	OTHER	0
1810	too	слишком, тоже 	OTHER	0
1811	a tool	(рабочий) инструмент 	NOUN	0
1812	a tooth	зуб 	NOUN	0
1813	a top	верхушка, верх, крышка 	NOUN	0
1814	top	верхний, основной 	OTHER	0
1815	total	абсолютный, весь, всеобщий 	OTHER	0
1816	a total	целое, сумма, итог 	NOUN	0
1817	a touch	прикосновение, касание 	NOUN	0
1818	to touch	прикасаться, трогать 	VERB	0
1819	tough	жесткий, трудный, выносливый 	OTHER	0
1820	a tour	путешествие, экскурсия 	NOUN	0
1821	towards	по направлению к, по отношению к 	OTHER	0
1822	a town	город 	NOUN	0
1823	a track	тропинка, трек 	NOUN	0
1824	a trade	торговля 	NOUN	0
1825	to trade	торговать 	VERB	0
1826	a tradition	традиция 	NOUN	0
1827	a traffic	движение, транспорт 	NOUN	0
1828	a tragedy	несчастье, трагедия 	NOUN	0
1829	a train	поезд 	NOUN	0
1830	to train	тренировать (ся), обучать (ся) 	VERB	0
1831	to translate	переводить 	VERB	0
1832	transparent	прозрачный, просвечивающий 	OTHER	0
1833	a transport	перевозка, транспорт 	NOUN	0
1834	a trap	капкан, ловушка, обман 	NOUN	0
1835	to trap	задерживать, останавливать 	VERB	0
1836	to travel	путешествовать 	VERB	0
1837	to tread	наступать, топтать 	VERB	0
1838	to treat	обращаться, относиться, лечить 	VERB	0
1839	a treat	радость, удовольствие 	NOUN	0
1840	a treatment	лечение,обращение 	NOUN	0
1841	a trial	судебный процесс, суд 	NOUN	0
1842	a trick	обман, хитрость 	NOUN	0
1843	to trick	обманывать, надувать 	VERB	0
1844	a trip	путешествие, поездка 	NOUN	0
1845	to trip	спотыкаться, ставить подножку 	VERB	0
1846	a trouble	беспокойство, неприятность 	NOUN	0
1847	a trousers	брюки, штаны 	NOUN	0
1848	true	верный, правильный 	OTHER	0
1849	to trust	верить, доверять (ся) 	VERB	0
1850	a trust	вера, доверие 	NOUN	0
1851	a truth	правда 	NOUN	0
1852	to try	пытаться, стараться 	VERB	0
1853	a tune	мелодия 	NOUN	0
1854	a turn	очередь, поворот 	NOUN	0
1855	to turn	поворачивать (ся) 	VERB	0
1856	to turn away	прогонять, не пускать 	VERB	0
1857	to turn back	обернуться, возвращаться 	VERB	0
1858	to turn down	убавить, отказывать 	VERB	0
1859	to turn into	превращать во (что-л.) 	VERB	0
1860	to turn off	сворачивать, выключать 	VERB	0
1861	to turn on	включать 	VERB	0
1862	to turn out	оказаться, выключать 	VERB	0
1863	to turn over	переворачивать (ся), переключить 	VERB	0
1864	to turn up	усиливать, увеличивать, находить 	VERB	0
1865	to twist	крутить, сплетать (ся), обхватывать 	VERB	0
1866	a type	тип, класс, род 	NOUN	0
1867	typical	типичный 	OTHER	0
1868	unable	неспособный 	OTHER	0
1869	uncertain	неопределенный, неуверенный 	OTHER	0
1870	uncomfortable	неудобный 	OTHER	0
1871	under	вниз, ниже, под 	OTHER	0
1872	under	при, под 	OTHER	0
1873	underneath	вниз, внизу, ниже 	OTHER	0
1874	underneath	вниз, внизу, ниже, под 	OTHER	0
1875	to understand	понимать 	VERB	0
1876	to undo	развязывать, расстегивать 	VERB	0
1877	unfair	несправедливый 	OTHER	0
1878	unfortunate	неудачливый, несчастливый 	OTHER	0
1879	unhappy	несчастливый, несчастный 	OTHER	0
1880	an uniform	форма, форменная одежда 	NOUN	0
1881	an union	объединение, союз 	NOUN	0
1882	an unit	часть, единица измерения 	NOUN	0
1883	to unite	соединять (ся), объединять (ся) 	VERB	0
1884	an university	университет 	NOUN	0
1885	unkind	злой, недобрый 	OTHER	0
1886	unless	если не, пока не 	OTHER	0
1887	unlikely	маловероятный, невероятно 	OTHER	0
1888	unlucky	несчастливый, неудачный 	OTHER	0
1889	unpleasant	неприятный, противный 	OTHER	0
1890	until	до, (до тех пор) пока (не) 	OTHER	0
1891	unusual	необычный, редкий 	OTHER	0
1892	up	вверх, наверх, наверху, на 	OTHER	0
1893	upon = on	на 	OTHER	0
1894	upset	расстроенный, огорченный 	OTHER	0
1895	upstairs	вверх, наверху, в верхнем этаже 	OTHER	0
1896	upwards	снизу – вверх, наверх 	OTHER	1
1897	urgent	срочный, неотложный 	OTHER	0
1898	us	нас 	OTHER	0
1899	an use	употребление, использование 	OTHER	0
1900	to use	использовать, пользоваться 	VERB	0
1901	used	подержанный, использованный 	OTHER	0
1902	usual	обыкновенный, обычный 	OTHER	0
1903	usually	обычно 	OTHER	0
1904	valuable	ценный, полезный 	OTHER	0
1905	a value	ценность, стоимость 	NOUN	0
1906	to vanish	исчезать, пропадать 	VERB	0
1907	a variety	разновидность, разнообразие 	NOUN	0
1908	various	различный, разнообразный 	OTHER	0
1909	very	очень 	OTHER	0
1910	a view	точка зрения, мнение, пейзаж 	NOUN	0
1911	a violence	жестокость, насилие 	NOUN	0
1912	violent	насильственный 	OTHER	0
1913	a vision	зрение, представление 	NOUN	0
1914	to visit	навещать, посещать 	VERB	0
1915	a visit	посещение, визит 	NOUN	0
1916	a voice	голос 	NOUN	0
1917	a vote	голосование 	NOUN	0
1918	to wait	ждать 	VERB	0
1919	to wake	просыпаться, будить 	VERB	0
1920	a walk	прогулка 	NOUN	0
1921	to walk	гулять, идти (пешком) 	VERB	0
1922	a wall	стена 	NOUN	0
1923	to wander	бродить, блуждать 	VERB	0
1924	to want	хотеть 	VERB	0
1925	a war	война 	NOUN	0
1926	warm	теплый 	OTHER	0
1927	to warn	предупреждать, предостерегать 	VERB	0
1928	a warning	предупреждение, предостережение 	NOUN	0
1929	to wash	мыть (ся), стирать 	VERB	0
1930	a wash	мытье, мойка, стирка 	NOUN	0
1931	to waste	тратить 	VERB	0
1932	a waste	излишняя трата, отбросы 	NOUN	0
